trn,registry,date_registration,date_enrollement,retrospective_registration,recruitment_status,phase,study_type,countries,public_title,target_enrollment,web_address,euctr_country
NCT04438954,ClinicalTrials.gov,2020-06-17,2020-05-05,TRUE,Not Recruiting,Not Applicable,Observational,Turkey,"Investigation of Fatigue, Physical Activity, Sleep Quality and Anxiety Levels",30,https://clinicaltrials.gov/show/NCT04438954,NA
NCT04438993,ClinicalTrials.gov,2020-06-18,2020-05-29,TRUE,Recruiting,Not Applicable,Observational,United Kingdom,The COVID-19 Disease and CARdiac Events Study,100,https://clinicaltrials.gov/show/NCT04438993,NA
NCT04439006,ClinicalTrials.gov,2020-06-17,2020-07-22,FALSE,Recruiting,Phase 2,Interventional,United States,Ibrutinib for the Treatment of COVID-19 in Patients Requiring Hospitalization,72,https://clinicaltrials.gov/show/NCT04439006,NA
NCT04440098,ClinicalTrials.gov,2020-06-18,2020-04-22,TRUE,Not Recruiting,Not Applicable,Observational,United States,Isolated During COVID-19: Effects of COVID-19's Social Restrictions on Loneliness and Psychosocial Symptomatology,1008,https://clinicaltrials.gov/show/NCT04440098,NA
NCT04441385,ClinicalTrials.gov,2020-06-18,2020-06-26,FALSE,Recruiting,Phase 2,Interventional,Spain,Study to Evaluate the Efficacy and Safety of Maraviroc in SARS-CoV-2 Infection (COVID-19).,200,https://clinicaltrials.gov/show/NCT04441385,NA
NCT04441398,ClinicalTrials.gov,2020-06-18,2020-07-01,FALSE,Not Recruiting,Phase 2/Phase 3,Interventional,No Country Given,Efficacy and Safety of Nitazoxanide 600 mg to Treat Mild Ambulatory COVID-19 Patients,300,https://clinicaltrials.gov/show/NCT04441398,NA
NCT04441424,ClinicalTrials.gov,2020-06-12,2020-04-03,TRUE,Not Recruiting,Not Applicable,Interventional,Iraq,Convalescent Plasma Therapy on Critically-ill Novel Coronavirus (COVID-19) Patients,49,https://clinicaltrials.gov/show/NCT04441424,NA
NCT04441489,ClinicalTrials.gov,2020-06-16,2020-03-27,TRUE,Not Recruiting,Not Applicable,Observational,Monaco,Assessment of Lung Inflammation With FDG PET/CT in COVID-19,13,https://clinicaltrials.gov/show/NCT04441489,NA
NCT04441632,ClinicalTrials.gov,2020-06-18,2020-06-15,TRUE,Not Recruiting,Not Applicable,Interventional,United States,Effect of Positive Attitudes on Behavior and Wellness,24,https://clinicaltrials.gov/show/NCT04441632,NA
NCT04441684,ClinicalTrials.gov,2020-05-20,2020-04-17,TRUE,Recruiting,Not Applicable,Interventional,France,"Seroprevalence of SARS-CoV-2 in Strasbourg University Hospital, Strasbourg, France (COVID-19)",1800,https://clinicaltrials.gov/show/NCT04441684,NA
NCT04441814,ClinicalTrials.gov,2020-06-18,2019-07-23,TRUE,Recruiting,Not Applicable,Observational,Italy,FOUND - Ancillary Study to Smile Protocol NCT03654105,960,https://clinicaltrials.gov/show/NCT04441814,NA
NCT04441918,ClinicalTrials.gov,2020-06-06,2020-06-05,TRUE,Recruiting,Phase 1,Interventional,China,"Tolerability,Safety,Pharmacokinetic Profile and Immunogenicity of a Recombinant Humanized Anti-SARS-CoV-2 Monoclonal Antibody (JS016) for Injection in Chinese Health Subjects",40,https://clinicaltrials.gov/show/NCT04441918,NA
NCT04442152,ClinicalTrials.gov,2020-06-19,2020-06-01,TRUE,Recruiting,Not Applicable,Interventional,Rwanda,Impact of COVID-19 on Family Dynamics on Bandebereho Study Participants,1000,https://clinicaltrials.gov/show/NCT04442152,NA
NCT04442191,ClinicalTrials.gov,2020-05-11,2020-05-05,TRUE,Recruiting,Phase 2,Interventional,United States,Convalescent Plasma as a Possible Treatment for COVID-19,50,https://clinicaltrials.gov/show/NCT04442191,NA
NCT04442204,ClinicalTrials.gov,2020-06-19,2020-06-22,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,Predictors and Mechanisms of Depression and Anxiety During the COVID-19 Pandemic,4000,https://clinicaltrials.gov/show/NCT04442204,NA
NCT04442217,ClinicalTrials.gov,2020-06-19,2020-06-22,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,Factors Associated With Adherence to Hygiene-related Behaviors and Viral Mitigation Protocols During the COVID-19 Pandemic,4000,https://clinicaltrials.gov/show/NCT04442217,NA
NCT04442243,ClinicalTrials.gov,2020-06-19,2020-06-22,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,PTSD Symptoms Among Health Workers and Public Service Providers After the COVID-19 Outbreak: A 3 Month Follow up,889,https://clinicaltrials.gov/show/NCT04442243,NA
NCT04442282,ClinicalTrials.gov,2020-06-19,2020-06-22,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,Difficulties in Emotion-regulation and Interpersonal Problems During and After the COVID-19 Pandemic,5041,https://clinicaltrials.gov/show/NCT04442282,NA
NCT04442308,ClinicalTrials.gov,2020-06-19,2020-06-22,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,Parental Stress After the Covid-19 Pandemic,1440,https://clinicaltrials.gov/show/NCT04442308,NA
NCT04442360,ClinicalTrials.gov,2020-06-19,2020-06-22,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,The Impact of Information Sources on Mental Health During the COVID-19 Pandemic,4000,https://clinicaltrials.gov/show/NCT04442360,NA
NCT04442386,ClinicalTrials.gov,2020-06-19,2020-06-22,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,Parental Burnout During the COVID-19 Pandemic: Risk Factors and Predictors,1500,https://clinicaltrials.gov/show/NCT04442386,NA
NCT04442958,ClinicalTrials.gov,2020-06-17,2020-05-15,TRUE,Not Recruiting,Not Applicable,Interventional,Turkey,Effectiveness of Convalescent Immune Plasma Therapy,60,https://clinicaltrials.gov/show/NCT04442958,NA
NCT04443140,ClinicalTrials.gov,2020-06-21,2020-03-15,TRUE,Not Recruiting,Not Applicable,Observational,Turkey,Preeclampsia-like Syndrome Induced by COVID-19: Is it a Real Public Health Issue in Pregnancy During the Pandemic?,131,https://clinicaltrials.gov/show/NCT04443140,NA
NCT04443179,ClinicalTrials.gov,2020-06-19,2013-04-05,TRUE,Recruiting,Not Applicable,Observational,United Kingdom,Brain Imaging in Babies Study,790,https://clinicaltrials.gov/show/NCT04443179,NA
NCT04443270,ClinicalTrials.gov,2020-06-17,2020-07-27,FALSE,Not Recruiting,Phase 1,Interventional,Mexico,Chloroquine Phosphate Prophylactic Use in Health Personnel Exposed to COVID-19 Patients,200,https://clinicaltrials.gov/show/NCT04443270,NA
NCT04443361,ClinicalTrials.gov,2020-06-19,2020-06-22,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,Insomnia After the COVID-19 Pandemic,5000,https://clinicaltrials.gov/show/NCT04443361,NA
NCT04443673,ClinicalTrials.gov,2020-06-18,2020-08-20,FALSE,Recruiting,Not Applicable,Interventional,Mexico,Glycine Supplement for Severe COVID-19,82,https://clinicaltrials.gov/show/NCT04443673,NA
NCT04443699,ClinicalTrials.gov,2020-06-19,2020-06-22,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,Predictors of Mental Well-being During the COVID-19 Pandemic,4000,https://clinicaltrials.gov/show/NCT04443699,NA
NCT04443712,ClinicalTrials.gov,2020-06-16,2020-05-29,TRUE,Recruiting,Not Applicable,Observational,Egypt,Screening for Patients Admitted to Ain-Shams University Hospitals for SARS-COV-2 (COVID19),1900,https://clinicaltrials.gov/show/NCT04443712,NA
NCT04443725,ClinicalTrials.gov,2020-06-20,2020-07-01,FALSE,Not Recruiting,Phase 2/Phase 3,Interventional,No Country Given,Efficacy and Safety of Anti HCV Drugs in the Treatment of COVID-19,100,https://clinicaltrials.gov/show/NCT04443725,NA
NCT04443764,ClinicalTrials.gov,2020-06-19,2020-06-22,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,Status and Predictors of Mental Health Symptoms Among Migrants and Refugees During the COVID-19 Pandemic,287,https://clinicaltrials.gov/show/NCT04443764,NA
NCT04443868,ClinicalTrials.gov,2020-06-20,2021-01-01,FALSE,Not Recruiting,Phase 2,Interventional,No Country Given,Nitric Oxide Releasing Solution to Treat and Prevent Exacerbation of Mild COVID-19 Infection,50,https://clinicaltrials.gov/show/NCT04443868,NA
NCT04444115,ClinicalTrials.gov,2020-06-20,2020-06-22,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,Loneliness During Strict and Lifted Social Distancing Protocols Against the COVID-19 Pandemic,10084,https://clinicaltrials.gov/show/NCT04444115,NA
NCT04444271,ClinicalTrials.gov,2020-05-27,2020-05-01,TRUE,Recruiting,Phase 2,Interventional,Pakistan,Mesenchymal Stem Cell Infusion for COVID-19 Infection,20,https://clinicaltrials.gov/show/NCT04444271,NA
NCT04444310,ClinicalTrials.gov,2020-06-19,2020-06-15,TRUE,Not Recruiting,Not Applicable,Observational,Egypt,Antibody Responses in Contacts of COVID-19 Patients,100,https://clinicaltrials.gov/show/NCT04444310,NA
NCT04444336,ClinicalTrials.gov,2020-06-21,2020-06-22,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,Information Sources and Their Relationship to Depressive and Anxiety Symptoms During the COVID-19 Pandemic: A Network Study,4000,https://clinicaltrials.gov/show/NCT04444336,NA
NCT04444531,ClinicalTrials.gov,2020-06-22,2020-03-20,TRUE,Not Recruiting,Not Applicable,Observational,Spain,Ozone Therapy and Coronavirus Disease of 2019 (COVID-19) Pneumonia,18,https://clinicaltrials.gov/show/NCT04444531,NA
NCT04444557,ClinicalTrials.gov,2020-06-21,2020-04-17,TRUE,Not Recruiting,Not Applicable,Observational,Turkey,Effect of COvid-19 on Mental Health in Syrian and Turkish Maintenance HemoDialysis Patients: COST-HD Study,97,https://clinicaltrials.gov/show/NCT04444557,NA
NCT04444596,ClinicalTrials.gov,2020-06-18,2020-06-17,TRUE,Recruiting,Not Applicable,Interventional,Austria,Conjunctival Swab vs Nasopharyngeal Swab in Patients With COVID-19,100,https://clinicaltrials.gov/show/NCT04444596,NA
NCT04444609,ClinicalTrials.gov,2020-06-16,2020-06-18,FALSE,Recruiting,Not Applicable,Observational,United Kingdom,PROSAIC-19 - Prospective Longitudinal Assessment in a COVID-19 Infected Cohort,230,https://clinicaltrials.gov/show/NCT04444609,NA
NCT04444674,ClinicalTrials.gov,2020-06-15,2020-06-24,FALSE,Not Recruiting,Phase 1/Phase 2,Interventional,South Africa,COVID-19 Vaccine (ChAdOx1 nCoV-19) Trial in South African Adults With and Without HIV-infection,2130,https://clinicaltrials.gov/show/NCT04444674,NA
NCT04444687,ClinicalTrials.gov,2020-06-15,2020-08-01,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,COVID 19: Is SARS-CoV-2 Contaminating Surgical Aerosols From Laparoscopy and Open Abdominal Surgery?,20,https://clinicaltrials.gov/show/NCT04444687,NA
NCT04444713,ClinicalTrials.gov,2020-06-20,2020-06-22,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,Do Network Centrality Predict Overall Depression Symptom Reduction With Lifting of Social Distancing Protocols?,10084,https://clinicaltrials.gov/show/NCT04444713,NA
NCT04445207,ClinicalTrials.gov,2020-06-20,2020-06-22,FALSE,Not Recruiting,Not Applicable,Expanded Access,United States,Experimental Expanded Access Treatment With Convalescent Plasma for the Treatment of Patients With COVID-19,Not Available,https://clinicaltrials.gov/show/NCT04445207,NA
NCT04445246,ClinicalTrials.gov,2020-06-09,2020-05-23,TRUE,Recruiting,Phase 2,Interventional,Qatar,Inhaled Iloprost for Suspected COVID-19 Respiratory Failure,40,https://clinicaltrials.gov/show/NCT04445246,NA
NCT04445259,ClinicalTrials.gov,2020-05-27,2020-06-20,FALSE,Recruiting,Not Applicable,Observational,United Kingdom,Study of the Treatment and Outcomes in Critically Ill Patients With COVID-19 and High Risk of Acute Kidney Injury,300,https://clinicaltrials.gov/show/NCT04445259,NA
NCT04445311,ClinicalTrials.gov,2020-06-19,2020-05-31,TRUE,Recruiting,Phase 2/Phase 3,Interventional,Egypt,Ivermectin in Treatment of COVID-19,100,https://clinicaltrials.gov/show/NCT04445311,NA
NCT04445324,ClinicalTrials.gov,2020-06-22,2020-08-25,FALSE,Not Recruiting,Not Applicable,Interventional,Canada,Effects of Online and Recovery-oriented Peer Support Groups Facilitated by Peer Support Workers in Times of COVID-19,30,https://clinicaltrials.gov/show/NCT04445324,NA
NCT04445337,ClinicalTrials.gov,2020-06-09,2020-07-01,FALSE,Not Recruiting,Not Applicable,Interventional,No Country Given,Stellate Ganglion Blockade in COVID-19 Positive Patients,10,https://clinicaltrials.gov/show/NCT04445337,NA
NCT04445376,ClinicalTrials.gov,2020-06-22,2020-07-03,FALSE,Not Recruiting,Not Applicable,Interventional,Pakistan,Effect of Physical Therapy Exercises on Cardiorespiratory Fitness Level in COVID19 Patients After Recovery.,20,https://clinicaltrials.gov/show/NCT04445376,NA
NCT04445389,ClinicalTrials.gov,2020-06-19,2020-06-17,TRUE,Recruiting,Phase 1/Phase 2,Interventional,South Korea,"Safety and Immunogenicity Study of GX-19, a COVID-19 Preventive DNA Vaccine in Healthy Adults",210,https://clinicaltrials.gov/show/NCT04445389,NA
NCT04445402,ClinicalTrials.gov,2020-06-22,2020-04-30,TRUE,Recruiting,Not Applicable,Observational,United States,Pediatrics HOT COVID-19 Database in NY Tristate,1500,https://clinicaltrials.gov/show/NCT04445402,NA
NCT04445415,ClinicalTrials.gov,2020-06-18,2020-07-01,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,Diagnostic Value of New COVID-19 Antibodies Testing Among Laboratory Healthcare Workers,250,https://clinicaltrials.gov/show/NCT04445415,NA
NCT04445454,ClinicalTrials.gov,2020-06-19,2020-06-12,TRUE,Recruiting,Phase 1/Phase 2,Interventional,Belgium,Mesenchymal Stromal Cell Therapy for Severe Covid-19 Infection,20,https://clinicaltrials.gov/show/NCT04445454,NA
NCT04445467,ClinicalTrials.gov,2020-06-22,2020-08-01,FALSE,Recruiting,Phase 2,Interventional,Australia,An Adaptive Clinical Trial of Antivirals for COVID-19 Infection,190,https://clinicaltrials.gov/show/NCT04445467,NA
NCT04445506,ClinicalTrials.gov,2020-06-19,2020-04-01,TRUE,Not Recruiting,Not Applicable,Observational,United States,Short Term Corticosteroids in SARS-CoV2 Patients,50,https://clinicaltrials.gov/show/NCT04445506,NA
NCT04445597,ClinicalTrials.gov,2020-06-22,2020-05-07,TRUE,Recruiting,Not Applicable,Interventional,Belgium,ANalyzing Olfactory Dysfunction Mechanisms In COVID-19,90,https://clinicaltrials.gov/show/NCT04445597,NA
NCT04445610,ClinicalTrials.gov,2020-06-23,2020-07-01,FALSE,Not Recruiting,Not Applicable,Observational,Egypt,Measles Vaccine: Is There a Protective Role in COVID 19 Pandemic?,60,https://clinicaltrials.gov/show/NCT04445610,NA
NCT04445623,ClinicalTrials.gov,2020-06-04,2020-07-01,FALSE,Not Recruiting,Phase 3,Interventional,Italy,Prasugrel in Severe COVID-19 Pneumonia,128,https://clinicaltrials.gov/show/NCT04445623,NA
NCT04445935,ClinicalTrials.gov,2020-06-23,2020-06-28,FALSE,Recruiting,Phase 4,Interventional,Qatar,Anticoagulation in Patients Suffering From COVID-19 Disease The ANTI-CO Trial,100,https://clinicaltrials.gov/show/NCT04445935,NA
NCT04445961,ClinicalTrials.gov,2020-06-22,2020-05-01,TRUE,Not Recruiting,Not Applicable,Observational,Russian Federation,Respiratory Mechanics and Gas Exchange in Patients With COVID-19 and Hypoxemic Acute Respiratory Failure,117,https://clinicaltrials.gov/show/NCT04445961,NA
NCT04446065,ClinicalTrials.gov,2020-06-23,2020-09-30,FALSE,Not Recruiting,Phase 2/Phase 3,Interventional,No Country Given,PrevifenonÂ® as Chemoprophylaxis of COVID-19 in Health Workers,524,https://clinicaltrials.gov/show/NCT04446065,NA
NCT04446104,ClinicalTrials.gov,2020-05-11,2020-05-13,FALSE,Not Recruiting,Phase 3,Interventional,Singapore,A Preventive Treatment for Migrant Workers at High-risk of COVID-19,4257,https://clinicaltrials.gov/show/NCT04446104,NA
NCT04446286,ClinicalTrials.gov,2020-06-23,2020-06-18,TRUE,Recruiting,Not Applicable,Observational,France,Bicentric Study on the Use of ECMO-VV or VA for Severe ARDS Associated With Covid-19,50,https://clinicaltrials.gov/show/NCT04446286,NA
NCT04446338,ClinicalTrials.gov,2020-06-22,2020-05-13,TRUE,Recruiting,Not Applicable,Observational,Germany,Immune Status SARS-CoV-2 in a Sample of a Tertiary Eye Health Centre,300,https://clinicaltrials.gov/show/NCT04446338,NA
NCT04446377,ClinicalTrials.gov,2020-06-23,2020-07-15,FALSE,Recruiting,Phase 2,Interventional,United States,A Study of LAM-002A for the Prevention of Progression of COVID-19,142,https://clinicaltrials.gov/show/NCT04446377,NA
NCT04447131,ClinicalTrials.gov,2020-06-17,2020-04-29,TRUE,Recruiting,Not Applicable,Observational,Brazil,Effect of COVID-19 on Platelet Aggregation,200,https://clinicaltrials.gov/show/NCT04447131,NA
NCT04447144,ClinicalTrials.gov,2020-06-23,2020-06-01,TRUE,Recruiting,Not Applicable,Observational,Egypt,"Nutritional Habits, and Coronavirus Disease 2019 (COVID-19) Outcome",200,https://clinicaltrials.gov/show/NCT04447144,NA
NCT04447222,ClinicalTrials.gov,2020-06-11,2020-05-12,TRUE,Recruiting,Not Applicable,Observational,United States,Impact of the COVID-19 Pandemic and HRQOL in Cancer Patients and Survivors,1242,https://clinicaltrials.gov/show/NCT04447222,NA
NCT04447235,ClinicalTrials.gov,2020-06-22,2020-07-23,FALSE,Recruiting,Phase 2,Interventional,Brazil,Early Treatment With Ivermectin and LosarTAN for Cancer Patients With COVID-19 Infection,176,https://clinicaltrials.gov/show/NCT04447235,NA
NCT04447495,ClinicalTrials.gov,2020-06-23,2020-07-01,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,Self-sampling for the Study of COVID-19,500,https://clinicaltrials.gov/show/NCT04447495,NA
NCT04447638,ClinicalTrials.gov,2020-06-24,2020-03-20,TRUE,Not Recruiting,Not Applicable,Observational,Turkey,Percutaneous Tracheostomy With COVID-19,24,https://clinicaltrials.gov/show/NCT04447638,NA
NCT04447781,ClinicalTrials.gov,2020-06-16,2020-07-15,FALSE,Recruiting,Phase 1/Phase 2,Interventional,South Korea,"Safety, Tolerability and Immunogenicity of INO-4800 Followed by Electroporation in Healthy Volunteers for COVID19",160,https://clinicaltrials.gov/show/NCT04447781,NA
NCT04448119,ClinicalTrials.gov,2020-06-24,2020-10-16,FALSE,Recruiting,Phase 2,Interventional,Canada,Control of COVID-19 Outbreaks in Long Term Care,760,https://clinicaltrials.gov/show/NCT04448119,NA
NCT04448405,ClinicalTrials.gov,2020-06-19,2020-06-18,TRUE,Recruiting,Not Applicable,Observational,France,Covid-19 Lockdown and Deviant Sexual Fantasies,100,https://clinicaltrials.gov/show/NCT04448405,NA
NCT04448717,ClinicalTrials.gov,2020-06-18,2020-06-16,TRUE,Recruiting,Not Applicable,Observational,Switzerland,Longitudinal Study of Seroprevalence of SARS-CoV-2 Antibodies and Development of Immunity in School Children,8000,https://clinicaltrials.gov/show/NCT04448717,NA
NCT04448743,ClinicalTrials.gov,2020-06-22,2020-06-01,TRUE,Not Recruiting,Not Applicable,Observational,No Country Given,Role of Microparticles in Covid-19 Infection,175,https://clinicaltrials.gov/show/NCT04448743,NA
