id,trn,type,control_type,placebo_plus_soc,category,intervention,intervention_plus_soc
tri02779,IRCT20190810044500N5,control,placebo,defined_soc,NA,NA,NA
tri00187,ChiCTR2000029781,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00187,ChiCTR2000029781,control,undefined_soc,NA,NA,NA,NA
tri00179,ChiCTR2000029960,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00179,ChiCTR2000029960,control,undefined_soc,NA,NA,NA,NA
tri01420,NCT04333550,experimental,NA,NA,drug,Deferoxamine,undefined_soc
tri01420,NCT04333550,control,undefined_soc,NA,NA,NA,NA
tri01100,NCT04333589,experimental,NA,NA,drug,Favipiravir,no
tri01100,NCT04333589,control,undefined_soc,NA,NA,NA,NA
tri03200,NCT04340414,experimental,NA,NA,device,Low Flow Extracorporeal Membrane Oxygenation (ECMO),no
tri02097,NCT04341675,experimental,NA,NA,drug,Sirolimus,no
tri02097,NCT04341675,control,placebo,no,NA,NA,NA
tri03301,NCT04342897,experimental,NA,NA,biologics,LY3127804,no
tri03301,NCT04342897,control,placebo,no,NA,NA,NA
tri00937,NCT04343144,experimental,NA,NA,biologics,Nivolumab,undefined_soc
tri00937,NCT04343144,control,undefined_soc,NA,NA,NA,NA
tri00303,ChiCTR2000030475,experimental,NA,NA,procedure,Cytokine absorber,no
tri00302,ChiCTR2000030477,experimental,NA,NA,device,Blood Filtratration,no
tri00288,ChiCTR2000030518,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri00288,ChiCTR2000030518,control,undefined_soc,NA,NA,NA,NA
tri00285,ChiCTR2000030540,experimental,NA,NA,procedure,Continuous renal replacement therapy,no
tri00285,ChiCTR2000030540,control,undefined_soc,NA,NA,NA,NA
tri00250,ChiCTR2000029991,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00250,ChiCTR2000029991,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00250,ChiCTR2000029991,control,undefined_soc,NA,NA,NA,NA
tri00243,ChiCTR2000030215,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00243,ChiCTR2000030215,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00243,ChiCTR2000030215,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00243,ChiCTR2000030215,control,undefined_soc,NA,NA,NA,NA
tri01855,NCT04382729,experimental,NA,NA,device,Neuromuscular Electrical Stimulation (NMES),no
tri01855,NCT04382729,control,other_unknown,NA,NA,NA,NA
tri00397,ChiCTR2000030761,experimental,NA,NA,procedure,Continuous renal replacement therapy,no
tri00993,NCT04348695,experimental,NA,NA,drug,Ruxolitinib;Simvastatin,no
tri00993,NCT04348695,control,undefined_soc,NA,NA,NA,NA
tri00892,NCT04252118,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri00892,NCT04252118,control,undefined_soc,NA,NA,NA,NA
tri03025,NCT04315987,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),no
tri03025,NCT04315987,control,placebo,no,NA,NA,NA
tri00552,NCT04313322,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),no
tri00914,NCT04326426,experimental,NA,NA,drug,Tradipitant,no
tri00914,NCT04326426,control,placebo,no,NA,NA,NA
tri01419,NCT04324489,experimental,NA,NA,drug,DAS181,no
tri00906,NCT04323345,experimental,NA,NA,nutritional_supplement,Natural honey,defined_soc
tri00906,NCT04323345,control,defined_soc,NA,NA,NA,NA
tri00677,NCT04331613,experimental,NA,NA,biologics,immunity- and matrix-regulatory cells (IMRCs),no
tri00679,NCT04332666,experimental,NA,NA,drug,Angiotensin 1-7,no
tri00679,NCT04332666,control,placebo,no,NA,NA,NA
tri00202,ChiCTR2000030432,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri00176,ChiCTR2000029978,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00176,ChiCTR2000029978,control,undefined_soc,NA,NA,NA,NA
tri00169,ChiCTR2000029994,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00169,ChiCTR2000029994,control,undefined_soc,NA,NA,NA,NA
tri00167,ChiCTR2000029996,experimental,NA,NA,drug,Favipiravir,no
tri00167,ChiCTR2000029996,experimental,NA,NA,drug,Favipiravir,no
tri00167,ChiCTR2000029996,experimental,NA,NA,drug,Favipiravir,no
tri00148,ChiCTR2000030029,experimental,NA,NA,drug,Suramin sodium,no
tri00954,NCT04344782,experimental,NA,NA,drug,Bevacizumab,undefined_soc
tri00954,NCT04344782,control,undefined_soc,NA,NA,NA,NA
tri00944,NCT04343963,experimental,NA,NA,drug,Pyridostigmine,no
tri00944,NCT04343963,control,placebo,no,NA,NA,NA
tri00966,NCT04345887,experimental,NA,NA,drug,Spironolactone,no
tri00966,NCT04345887,control,placebo,no,NA,NA,NA
tri02258,NCT04374591,experimental,NA,NA,drug,Sodium Bicarbonate,no
tri02258,NCT04374591,control,placebo,no,NA,NA,NA
tri01580,NCT04379479,experimental,NA,NA,drug,Dialyzable Leukocyte Extract (DLE),defined_soc
tri01580,NCT04379479,control,placebo,defined_soc,NA,NA,NA
tri01919,NCT04378712,experimental,NA,NA,device,Hydrogen-Oxygen Generator with Nebulizer,defined_soc
tri01919,NCT04378712,control,defined_soc,NA,NA,NA,NA
tri00610,NCT04322344,experimental,NA,NA,drug,Traditional Medicine,defined_soc
tri00610,NCT04322344,experimental,NA,NA,drug,Traditional Medicine,defined_soc
tri00610,NCT04322344,control,defined_soc,NA,NA,NA,NA
tri02016,NCT04322565,experimental,NA,NA,drug,Colchicine,undefined_soc
tri02016,NCT04322565,control,undefined_soc,NA,NA,NA,NA
tri03275,NCT04288102,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri03275,NCT04288102,control,placebo,undefined_soc,NA,NA,NA
tri00895,NCT04273646,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri00895,NCT04273646,control,placebo,undefined_soc,NA,NA,NA
tri03274,NCT04269525,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),no
tri00538,NCT04264858,experimental,NA,NA,biologics,Immunoglobulin,no
tri00538,NCT04264858,control,other_unknown,NA,NA,NA,NA
tri00006,NCT04261426,experimental,NA,NA,biologics,Immunoglobulin,undefined_soc
tri00006,NCT04261426,control,undefined_soc,NA,NA,NA,NA
tri04385,IRCT20160919029870N3,experimental,NA,NA,drug,Selenium,no
tri00044,ChiCTR2000029776,experimental,NA,NA,drug,Polyinosinic-polycytidylic Acid,undefined_soc
tri00044,ChiCTR2000029776,control,undefined_soc,NA,NA,NA,NA
tri00137,ChiCTR2000030058,experimental,NA,NA,drug,Leflunomide,no
tri00137,ChiCTR2000030058,control,placebo,no,NA,NA,NA
tri00118,ChiCTR2000030138,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),no
tri00118,ChiCTR2000030138,control,placebo,undefined_soc,NA,NA,NA
tri00112,ChiCTR2000030173,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),no
tri00112,ChiCTR2000030173,control,undefined_soc,NA,NA,NA,NA
tri00105,ChiCTR2000029418,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri02772,IRCT20200128046294N2,experimental,NA,NA,drug,Daclatasvir;Sofosbuvir,undefined_soc
tri02772,IRCT20200128046294N2,control,undefined_soc,NA,NA,NA,NA
tri02666,ChiCTR2000033774,experimental,NA,NA,drug,Bromhexine,undefined_soc
tri02666,ChiCTR2000033774,control,undefined_soc,NA,NA,NA,NA
tri02198,ChiCTR2000033372,experimental,NA,NA,drug,Leflunomide,undefined_soc
tri02198,ChiCTR2000033372,control,undefined_soc,NA,NA,NA,NA
tri01994,ChiCTR2000033133,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri01994,ChiCTR2000033133,control,undefined_soc,NA,NA,NA,NA
tri02006,ChiCTR2000033049,experimental,NA,NA,nutritional_supplement,Artemisinin-piperaquine,no
tri00877,IRCT20200325046860N2,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri00829,ChiCTR2000029434,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00829,ChiCTR2000029434,control,undefined_soc,NA,NA,NA,NA
tri00830,ChiCTR2000029433,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00830,ChiCTR2000029433,control,undefined_soc,NA,NA,NA,NA
tri00816,ChiCTR2000032011,experimental,NA,NA,procedure,Hyperbaric Oxygen Therapy,no
tri00816,ChiCTR2000032011,experimental,NA,NA,procedure,Hyperbaric Oxygen Therapy,no
tri00816,ChiCTR2000032011,control,undefined_soc,NA,NA,NA,NA
tri00635,ChiCTR2000031494,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri00635,ChiCTR2000031494,control,undefined_soc,NA,NA,NA,NA
tri00623,ChiCTR2000031630,experimental,NA,NA,drug,Celecoxib,no
tri00623,ChiCTR2000031630,control,undefined_soc,NA,NA,NA,NA
tri00588,ChiCTR2000030988,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri00588,ChiCTR2000030988,control,undefined_soc,NA,NA,NA,NA
tri00483,ChiCTR2000031138,experimental,NA,NA,drug,Pirfenidone,undefined_soc
tri00483,ChiCTR2000031138,control,undefined_soc,NA,NA,NA,NA
tri00440,ChiCTR2000030545,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00440,ChiCTR2000030545,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00440,ChiCTR2000030545,control,undefined_soc,NA,NA,NA,NA
tri00407,ChiCTR2000030751,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri00361,ChiCTR2000030836,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00361,ChiCTR2000030836,control,undefined_soc,NA,NA,NA,NA
tri00390,ChiCTR2000030779,experimental,NA,NA,drug,Ulinastatin,undefined_soc
tri00390,ChiCTR2000030779,control,undefined_soc,NA,NA,NA,NA
tri00358,ChiCTR2000030841,experimental,NA,NA,biologics,Immunoglobulin,no
tri00358,ChiCTR2000030841,control,other_unknown,NA,NA,NA,NA
tri01324,NCT04366180,experimental,NA,NA,nutritional_supplement,Lactobacillus,no
tri01324,NCT04366180,control,placebo,no,NA,NA,NA
tri01514,NCT04363437,experimental,NA,NA,drug,Colchicine,no
tri01514,NCT04363437,control,undefined_soc,NA,NA,NA,NA
tri01434,NCT04360122,experimental,NA,NA,drug,Levamisole,no
tri01434,NCT04360122,experimental,NA,NA,drug,Inosine pranobex,no
tri01434,NCT04360122,experimental,NA,NA,drug,Inosine pranobex;Levamisole,NA
tri01434,NCT04360122,control,no_treatment,NA,NA,NA,NA
tri01172,NCT04359329,experimental,NA,NA,drug,Estradiol,no
tri01172,NCT04359329,control,no_treatment,NA,NA,NA,NA
tri01157,NCT04357860,experimental,NA,NA,drug,Sarilumab,undefined_soc
tri01157,NCT04357860,experimental,NA,NA,drug,Sarilumab,undefined_soc
tri01157,NCT04357860,control,undefined_soc,NA,NA,NA,NA
tri03323,NCT04354805,experimental,NA,NA,drug,Chlorpromazine,undefined_soc
tri03323,NCT04354805,control,undefined_soc,NA,NA,NA,NA
tri03204,NCT04353128,experimental,NA,NA,drug,Melatonin,no
tri03204,NCT04353128,control,placebo,no,NA,NA,NA
tri01006,NCT04351295,experimental,NA,NA,drug,Favipiravir,no
tri01006,NCT04351295,experimental,NA,NA,drug,Chloroquine,no
tri01005,NCT04350931,experimental,NA,NA,vaccine_non_covid,BCG Vaccine,no
tri01005,NCT04350931,control,placebo,no,NA,NA,NA
tri02461,NCT04348513,experimental,NA,NA,drug,Triiodothyronine,no
tri02461,NCT04348513,control,placebo,no,NA,NA,NA
tri04205,ISRCTN25647404,experimental,NA,NA,drug,Cetylpyridinium chloride (CPC),no
tri04205,ISRCTN25647404,experimental,NA,NA,drug,Povidone-iodine,no
tri04205,ISRCTN25647404,experimental,NA,NA,drug,Cetylpyridinium chloride (CPC),no
tri04205,ISRCTN25647404,control,placebo,no,NA,NA,NA
tri08475,NCT04796402,experimental,NA,NA,biologics,Bamlanivimab,no
tri08475,NCT04796402,control,undefined_soc,NA,NA,NA,NA
tri01717,KCT0005003,experimental,NA,NA,drug,Nafamostat,defined_soc
tri01717,KCT0005003,control,defined_soc,NA,NA,NA,NA
tri04385,IRCT20160919029870N3,control,undefined_soc,NA,NA,NA,NA
tri01648,IRCT20180129038542N1,experimental,NA,NA,procedure,Tracheotomy,undefined_soc
tri00807,ACTRN12620000470998,experimental,NA,NA,drug,Povidone-iodine,no
tri00503,ChiCTR2000030944,experimental,NA,NA,biologics,NK cells;Stem Cells (Mesenchymal),undefined_soc
tri00503,ChiCTR2000030944,control,undefined_soc,NA,NA,NA,NA
tri00354,ChiCTR2000030853,experimental,NA,NA,drug,Dexmedetomidine,no
tri00306,ChiCTR2000030469,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00306,ChiCTR2000030469,control,undefined_soc,NA,NA,NA,NA
tri00202,ChiCTR2000030432,control,no_treatment,NA,NA,NA,NA
tri00105,ChiCTR2000029418,control,undefined_soc,NA,NA,NA,NA
tri00088,ChiCTR2000029517,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri00088,ChiCTR2000029517,control,placebo,no,NA,NA,NA
tri00077,ChiCTR2000029578,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri02478,NCT04385849,experimental,NA,NA,biologics,Recombinant human super agonist interleukin-15 (IL-15) complex,no
tri02478,NCT04385849,control,placebo,no,NA,NA,NA
tri02405,NCT04407507,experimental,NA,NA,drug,Ivermectin,defined_soc
tri02405,NCT04407507,control,placebo,defined_soc,NA,NA,NA
tri03591,NCT04443881,experimental,NA,NA,drug,Anakinra,undefined_soc
tri03591,NCT04443881,control,undefined_soc,NA,NA,NA,NA
tri06232,NCT04537663,experimental,NA,NA,vaccine_non_covid,BCG Vaccine,no
tri06232,NCT04537663,control,placebo,no,NA,NA,NA
tri06629,NCT04596839,experimental,NA,NA,drug,Remdesivir,undefined_soc
tri06629,NCT04596839,control,undefined_soc,NA,NA,NA,NA
tri01017,NCT04352400,experimental,NA,NA,drug,Nafamostat,undefined_soc
tri01017,NCT04352400,control,placebo,undefined_soc,NA,NA,NA
tri01911,NCT04364802,experimental,NA,NA,drug,Povidone-iodine,no
tri01911,NCT04364802,control,no_treatment,NA,NA,NA,NA
tri01911,NCT04364802,experimental,NA,NA,drug,Povidone-iodine,no
tri01911,NCT04364802,control,no_treatment,NA,NA,NA,NA
tri01911,NCT04364802,experimental,NA,NA,drug,Povidone-iodine,no
tri02637,NCT04415073,experimental,NA,NA,biologics,Axatilimab,undefined_soc
tri02637,NCT04415073,control,placebo,undefined_soc,NA,NA,NA
tri02529,NCT04410328,experimental,NA,NA,drug,Aspirin;Dipyridamole,NA
tri02529,NCT04410328,control,undefined_soc,NA,NA,NA,NA
tri02519,NCT04409522,experimental,NA,NA,drug,Melatonin,undefined_soc
tri02519,NCT04409522,control,undefined_soc,NA,NA,NA,NA
tri02371,NCT04403243,experimental,NA,NA,drug,Colchicine,no
tri02371,NCT04403243,experimental,NA,NA,drug,Ruxolitinib,no
tri02371,NCT04403243,experimental,NA,NA,drug,Secukinumab,NA
tri02371,NCT04403243,control,undefined_soc,NA,NA,NA,NA
tri02307,NCT04402203,experimental,NA,NA,drug,Favipiravir,defined_soc
tri02307,NCT04402203,control,defined_soc,NA,NA,NA,NA
tri02143,NCT04393051,experimental,NA,NA,drug,Baricitinib,defined_soc
tri02143,NCT04393051,control,defined_soc,NA,NA,NA,NA
tri02597,NCT04389580,experimental,NA,NA,drug,Isotretinoin;Tamoxifen,undefined_soc
tri02597,NCT04389580,experimental,NA,NA,drug,Isotretinoin;Tamoxifen,undefined_soc
tri02597,NCT04389580,control,no_treatment,NA,NA,NA,NA
tri02562,NCT04332081,experimental,NA,NA,device,Hyperbaric Oxygen Therapy,no
tri02562,NCT04332081,control,undefined_soc,NA,NA,NA,NA
tri01281,NCT04334928,experimental,NA,NA,drug,Emtricitabin;Tenofovir,no
tri01281,NCT04334928,experimental,NA,NA,drug,Hydroxychloroquine,no
tri01281,NCT04334928,experimental,NA,NA,drug,Emtricitabine;Hydroxychloroquine;Tenofovir,no
tri01281,NCT04334928,control,placebo,no,NA,NA,NA
tri07277,NCT04335552,control,undefined_soc,NA,NA,NA,NA
tri07277,NCT04335552,experimental,NA,NA,drug,Hydroxychloroquine,undefined_soc
tri07277,NCT04335552,experimental,NA,NA,drug,Azithromycin,undefined_soc
tri07277,NCT04335552,experimental,NA,NA,drug,Azithromycin;Hydroxychloroquine,undefined_soc
tri06767,NCT04619290,experimental,NA,NA,drug,Methylene Blue,no
tri06767,NCT04619290,control,defined_soc,NA,NA,NA,NA
tri06783,NCT04621903,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri06721,NCT04611256,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),no
tri06721,NCT04611256,control,defined_soc,NA,NA,NA,NA
tri06625,NCT04596085,experimental,NA,NA,nutritional_supplement,ViraCide,undefined_soc
tri06625,NCT04596085,control,placebo,undefined_soc,NA,NA,NA
tri06372,NCT04558463,experimental,NA,NA,drug,Favipiravir,defined_soc
tri06372,NCT04558463,experimental,NA,NA,drug,Oseltamivir,defined_soc
tri06269,NCT04542447,experimental,NA,NA,drug,Nuvastatic,undefined_soc
tri06269,NCT04542447,control,placebo,undefined_soc,NA,NA,NA
tri06310,NCT04548557,experimental,NA,NA,biologics,Immunoglobulin,no
tri06310,NCT04548557,control,no_treatment,NA,NA,NA,NA
tri06167,NCT04530578,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),no
tri06167,NCT04530578,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),no
tri06054,NCT04516941,experimental,NA,NA,drug,Edoxaban,no
tri06054,NCT04516941,experimental,NA,NA,drug,Colchicine,no
tri06054,NCT04516941,experimental,NA,NA,drug,Colchicine;Edoxaban,no
tri06054,NCT04516941,control,no_treatment,NA,NA,NA,NA
tri05930,NCT04498936,experimental,NA,NA,drug,Ledipasvir;Sofosbuvir,undefined_soc
tri05930,NCT04498936,experimental,NA,NA,drug,Nitazoxanide,undefined_soc
tri05930,NCT04498936,control,undefined_soc,NA,NA,NA,NA
tri02599,NCT04393246,experimental,NA,NA,drug,EDP1815,undefined_soc
tri02599,NCT04393246,experimental,NA,NA,drug,Ambrisentan;Dapagliflozin,undefined_soc
tri02599,NCT04393246,control,undefined_soc,NA,NA,NA,NA
tri02915,RPCEC00000314,experimental,NA,NA,vaccine_non_covid,Meningococcal vaccine,no
tri02915,RPCEC00000314,control,no_treatment,NA,NA,NA,NA
tri02918,RPCEC00000317,experimental,NA,NA,drug,CIGB-300 peptide,undefined_soc
tri02918,RPCEC00000317,control,undefined_soc,NA,NA,NA,NA
tri03122,NCT04424797,experimental,NA,NA,procedure,Prone Positioning,no
tri03122,NCT04424797,experimental,NA,NA,procedure,Supine Positioning,no
tri06431,NCT04568096,experimental,NA,NA,drug,Retinoic acid (Any);Tamoxifen,no
tri06431,NCT04568096,control,undefined_soc,NA,NA,NA,NA
tri05818,NCT04487574,experimental,NA,NA,drug,XC221,undefined_soc
tri05818,NCT04487574,control,placebo,undefined_soc,NA,NA,NA
tri05646,NCT04470297,experimental,NA,NA,drug,Ramelteon,undefined_soc
tri05646,NCT04470297,control,placebo,undefined_soc,NA,NA,NA
tri05622,NCT04467918,experimental,NA,NA,drug,Cannabidiol,undefined_soc
tri05622,NCT04467918,control,placebo,undefined_soc,NA,NA,NA
tri05581,NCT04463264,experimental,NA,NA,drug,Nitazoxanide,no
tri05581,NCT04463264,control,placebo,no,NA,NA,NA
tri05538,NCT04459325,experimental,NA,NA,drug,Dornase Alfa,undefined_soc
tri05538,NCT04459325,control,undefined_soc,NA,NA,NA,NA
tri05480,NCT04453488,experimental,NA,NA,vaccine_non_covid,BCG Vaccine,no
tri05480,NCT04453488,control,placebo,no,NA,NA,NA
tri05474,NCT04452799,experimental,NA,NA,drug,Diosmin;Hesperidin,no
tri05474,NCT04452799,control,undefined_soc,NA,NA,NA,NA
tri03593,NCT04444271,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri03593,NCT04444271,control,placebo,undefined_soc,NA,NA,NA
tri05429,NCT04433988,experimental,NA,NA,drug,Pentoxifylline,undefined_soc
tri05429,NCT04433988,control,placebo,undefined_soc,NA,NA,NA
tri03489,NCT04433013,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri03489,NCT04433013,control,placebo,no,NA,NA,NA
tri03244,NCT04427865,experimental,NA,NA,drug,Lactoferrin,no
tri03244,NCT04427865,control,no_treatment,NA,NA,NA,NA
tri03162,NCT04429763,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri03162,NCT04429763,control,placebo,undefined_soc,NA,NA,NA
tri03110,NCT04422678,experimental,NA,NA,drug,imatinib,undefined_soc
tri03110,NCT04422678,experimental,NA,NA,drug,imatinib,undefined_soc
tri03110,NCT04422678,control,undefined_soc,NA,NA,NA,NA
tri03020,NCT04424134,experimental,NA,NA,drug,Bromhexine;Spironolactone,no
tri03020,NCT04424134,control,undefined_soc,NA,NA,NA,NA
tri03009,NCT04421534,experimental,NA,NA,drug,Lactoferrin,undefined_soc
tri03009,NCT04421534,experimental,NA,NA,drug,Lactoferrin,undefined_soc
tri03009,NCT04421534,control,undefined_soc,NA,NA,NA,NA
tri02984,NCT04418128,experimental,NA,NA,drug,Nafamostat,defined_soc
tri02984,NCT04418128,control,defined_soc,NA,NA,NA,NA
tri03404,NCT04393948,experimental,NA,NA,procedure,Radiation,no
tri03404,NCT04393948,experimental,NA,NA,procedure,Radiation,no
tri03404,NCT04393948,control,no_treatment,NA,NA,NA,NA
tri02067,NCT04391712,experimental,NA,NA,device,Multiwave Locked System (MLS) Laser Therapy,undefined_soc
tri02067,NCT04391712,control,undefined_soc,NA,NA,NA,NA
tri02054,NCT04389801,experimental,NA,NA,drug,Deferoxamine,defined_soc
tri02054,NCT04389801,control,placebo,defined_soc,NA,NA,NA
tri02049,NCT04389385,experimental,NA,NA,biologics,COVID-19 Specific T Cell derived exosomes (CSTC-Exo),undefined_soc
tri02149,NCT04393792,experimental,NA,NA,drug,Povidone-iodine,no
tri02149,NCT04393792,control,placebo,no,NA,NA,NA
tri02482,NCT04396067,experimental,NA,NA,drug,Retinoic acid (Any),no
tri02482,NCT04396067,experimental,NA,NA,drug,Retinoic acid (Any),no
tri02482,NCT04396067,control,placebo,no,NA,NA,NA
tri05872,NCT04493242,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),no
